Churn,InternetService,SeniorCitizen,gender,PhoneService,MultipleLines,Dependents,tenure,MonthlyCharges,Contract
1,2,1,1,1,1,0,69,90,1
0,2,0,0,1,0,0,66,105,2
0,2,0,1,1,0,1,29,76,0
0,2,0,1,1,0,1,8,45,2
0,2,1,1,0,1,0,72,64,2
0,2,0,0,1,1,1,8,45,0
0,2,0,0,1,0,0,32,104,0
0,1,0,0,1,0,1,56,20,0
1,2,0,1,1,0,0,10,81,0
0,1,0,0,1,0,0,44,62,0
1,1,0,0,1,1,1,23,84,0
0,1,0,0,0,1,0,4,48,0
0,1,0,0,1,1,1,36,51,1
1,1,0,1,1,1,0,47,83,1
0,1,0,0,0,1,1,2,30,0
0,1,0,0,1,0,1,52,20,0
1,1,0,0,1,1,0,5,91,0
0,1,0,0,1,1,1,64,66,0
0,2,0,1,1,0,0,2,50,1
0,1,0,0,1,1,0,8,20,0
1,2,0,0,1,0,0,1,70,0
1,2,0,1,0,1,0,1,45,2
0,2,0,1,1,0,1,60,60,0
0,2,0,1,1,0,0,20,91,2
0,2,0,1,1,1,1,22,51,1
0,1,0,1,1,1,1,54,71,1
0,2,0,1,1,0,0,1,81,0
0,1,0,1,1,1,0,13,19,2
0,2,1,0,1,1,1,24,97,0
0,2,1,0,1,0,0,6,74,2
0,1,1,1,1,0,0,38,103,0
0,2,0,0,1,0,0,12,85,1
0,2,0,1,0,0,0,26,45,2
0,2,0,0,0,0,1,6,41,0
1,2,0,1,1,1,1,67,87,1
1,1,1,1,1,1,0,62,104,0
0,2,0,1,0,0,1,50,39,0
0,2,0,1,0,1,1,72,66,2
1,2,1,0,1,0,1,31,99,0
0,2,0,1,1,0,0,72,92,1
0,2,0,1,0,1,0,51,44,0
0,1,0,0,1,1,0,1,20,0
0,1,0,0,1,1,1,60,115,1
0,2,0,0,1,0,1,24,20,2
1,2,0,0,1,0,0,2,81,1
1,1,0,0,1,0,0,4,78,0
0,2,0,0,1,0,0,67,66,0
0,1,0,0,1,1,0,69,106,0
1,1,0,0,1,1,0,1,70,0
0,2,0,1,1,1,0,67,25,2
1,2,0,1,1,0,0,1,90,2
0,2,1,1,1,0,0,67,84,0
0,1,1,0,1,1,0,27,86,0
0,2,0,0,1,0,0,41,106,0
0,2,0,1,1,0,1,64,109,1
1,2,0,0,1,1,0,1,70,2
1,2,0,1,1,0,0,6,45,0
0,1,0,1,0,0,1,72,65,0
1,1,0,0,1,1,1,57,70,1
0,2,0,1,1,0,0,70,73,0
1,2,1,1,1,0,0,10,86,0
1,1,0,1,1,1,0,1,56,1
0,1,1,0,1,1,0,71,90,0
0,2,0,0,0,1,1,3,40,2
0,2,0,0,1,1,0,63,24,0
0,1,0,0,1,0,0,25,75,0
0,2,0,1,1,0,1,62,24,2
0,1,0,0,1,1,0,55,95,0
0,1,0,1,1,0,1,52,79,0
1,1,0,0,1,1,1,16,81,1
0,2,0,0,1,1,1,29,88,2
1,2,0,0,0,1,0,2,35,2
0,2,0,1,1,0,0,8,71,2
0,1,0,0,1,0,0,5,85,0
0,1,0,1,1,1,0,9,20,0
1,1,1,0,1,1,0,32,74,0
0,1,0,1,1,0,1,72,84,2
0,2,0,1,0,0,1,7,50,1
0,1,1,1,1,1,0,18,58,1
0,1,0,0,1,1,0,48,105,0
0,1,1,0,1,1,0,71,96,0
1,2,0,1,1,0,0,1,70,2
0,2,0,1,1,0,0,69,105,1
0,2,0,1,1,0,0,60,20,0
1,2,1,1,0,0,0,1,25,0
0,1,0,1,1,0,0,1,49,0
0,2,0,1,1,0,0,38,92,1
0,1,0,0,1,0,0,4,20,0
0,2,0,1,1,0,0,31,99,2
0,1,1,0,1,1,0,14,79,2
0,2,1,0,1,0,0,71,110,2
1,2,0,1,1,0,0,2,81,1
0,1,0,1,1,0,1,64,93,2
0,2,0,0,1,1,0,9,81,1
0,1,0,0,1,1,0,56,106,2
0,2,0,0,1,0,0,11,94,0
0,1,0,1,1,1,1,72,19,0
0,2,0,0,1,1,0,1,20,0
0,2,0,1,1,0,0,60,109,2
0,1,1,1,0,1,0,33,50,2
0,2,0,1,1,0,1,72,20,0
0,2,0,0,1,1,0,26,87,2
1,2,0,0,1,1,0,3,86,2
0,1,0,0,0,0,1,22,39,0
0,2,1,0,1,0,0,22,64,2
1,2,0,0,1,0,0,1,54,1
0,1,0,1,1,0,1,27,55,0
1,2,0,0,1,1,0,1,70,1
1,2,0,0,1,0,0,41,106,0
1,2,1,0,1,1,0,14,74,0
1,2,0,1,1,1,0,7,69,1
0,2,0,0,1,1,0,32,54,2
0,2,0,1,1,0,1,41,68,1
1,2,1,0,1,0,1,4,46,1
0,1,0,1,1,0,0,56,26,0
1,1,1,0,1,1,0,33,110,1
1,1,1,1,1,1,0,2,66,1
1,1,0,1,1,0,0,28,106,1
0,1,0,0,1,1,1,1,54,0
0,1,0,1,1,0,1,1,19,0
1,1,0,0,1,1,0,2,70,0
1,2,1,1,1,0,0,4,74,0
0,1,0,1,1,1,0,34,105,2
0,1,0,0,1,1,0,64,58,1
0,2,0,1,1,0,0,7,19,1
0,2,0,1,1,1,1,51,84,2
0,1,0,1,1,0,0,21,20,0
0,2,0,0,1,0,0,21,71,2
0,1,1,1,1,1,0,57,91,0
1,2,0,1,1,1,0,6,76,2
0,2,0,0,1,0,0,8,49,2
0,1,0,1,0,0,1,18,26,0
1,2,1,1,1,0,0,7,70,2
0,2,0,1,1,0,0,35,60,2
0,1,0,0,1,1,0,32,75,0
0,1,0,0,1,1,0,30,100,0
0,1,0,1,1,0,1,26,50,0
0,2,0,1,1,0,0,38,95,1
1,2,1,0,1,0,0,41,113,2
0,2,0,1,0,0,1,34,45,1
0,1,1,1,1,1,0,55,60,2
0,1,1,0,1,0,0,57,94,0
0,2,1,0,1,0,0,66,105,2
0,1,0,1,1,0,0,43,86,0
0,2,0,0,1,0,1,32,76,2
0,2,0,1,1,0,0,1,20,0
0,2,0,0,1,1,0,40,81,2
0,2,0,0,1,1,0,41,98,1
0,1,1,1,1,0,0,30,90,0
1,2,0,0,1,0,0,3,80,1
0,1,0,0,1,0,1,54,104,0
1,2,0,1,1,0,0,9,95,2
0,2,1,1,1,1,0,7,75,2
0,2,0,1,1,1,0,58,100,2
0,2,0,1,1,1,0,52,89,1
0,1,0,1,0,1,1,26,40,0
0,2,0,0,1,1,0,34,20,1
0,1,0,1,1,1,0,53,81,2
0,1,0,1,1,1,0,15,88,0
1,2,0,1,1,0,1,1,19,2
0,2,0,0,1,1,0,5,56,0
0,2,0,0,1,0,1,34,105,0
0,2,0,0,1,0,0,32,101,1
0,2,0,0,0,0,1,41,35,0
0,2,0,0,0,0,0,25,54,1
0,2,0,1,1,0,1,17,62,2
0,1,0,0,1,1,0,17,25,2
0,2,0,0,1,0,0,70,85,0
0,2,0,1,1,0,1,43,19,1
0,2,0,1,1,1,1,71,24,1
1,2,1,1,0,0,0,2,24,1
0,2,0,1,1,0,0,49,75,2
0,1,1,0,1,0,0,72,105,0
0,2,0,1,1,1,0,26,84,0
0,1,0,0,1,0,0,18,20,0
1,1,0,1,1,0,1,1,93,0
1,1,0,1,0,1,0,9,24,2
0,1,0,1,1,1,0,28,77,0
0,1,0,0,1,0,1,60,19,1
0,1,0,1,1,1,0,23,21,2
1,2,0,0,1,0,0,15,80,2
0,1,0,0,1,0,0,29,67,0
0,1,0,0,1,0,1,56,20,0
0,1,0,0,1,0,0,11,55,0
0,2,0,1,1,0,0,27,69,0
1,2,0,1,1,0,0,1,70,1
0,1,0,0,1,0,0,66,91,0
0,1,1,0,1,1,0,2,57,0
0,1,0,0,1,1,1,19,20,0
0,1,0,1,1,1,1,62,95,0
0,2,0,0,1,0,0,51,79,0
0,2,0,0,1,1,0,72,94,2
1,1,0,1,1,1,0,10,90,0
0,2,0,0,1,1,0,37,68,0
0,1,0,0,1,1,1,35,50,0
0,1,0,0,1,0,0,10,61,0
1,2,0,1,1,0,0,1,20,0
0,1,0,0,1,1,1,26,20,0
0,2,0,1,1,0,0,72,82,0
1,1,1,0,1,1,0,38,100,2
1,1,0,0,1,0,0,18,100,0
0,1,0,1,1,1,0,56,53,2
0,2,0,0,1,0,0,36,54,0
0,1,0,1,1,1,1,22,89,0
0,2,0,1,1,1,1,65,104,2
0,2,0,1,1,1,0,27,54,2
0,1,0,0,1,1,0,29,74,0
1,2,1,1,1,0,0,10,95,0
0,2,1,0,1,0,0,50,105,0
0,1,0,1,1,1,0,9,86,1
0,1,0,1,1,1,1,23,24,2
1,2,0,1,1,0,1,24,55,2
0,1,0,1,1,1,0,1,56,1
0,1,0,1,1,1,0,20,64,0
1,2,0,1,1,1,0,58,60,2
0,2,0,0,1,0,0,47,20,0
0,1,1,1,1,0,0,72,93,1
0,1,0,1,1,1,0,14,50,0
0,1,0,0,1,0,1,62,55,0
1,2,1,0,1,0,0,37,76,1
0,1,0,1,0,0,0,29,34,1
0,1,0,0,1,1,0,62,19,2
0,2,0,0,1,0,1,46,100,2
1,1,0,1,1,0,0,2,94,0
0,2,0,0,1,0,0,50,96,1
1,1,0,1,1,1,0,24,105,1
0,2,1,1,1,1,0,55,114,2
0,2,0,0,1,1,0,64,115,1
1,2,0,0,1,0,0,4,89,0
0,2,0,0,0,1,0,6,29,2
1,1,1,1,1,1,0,1,76,2
0,1,0,1,1,0,1,37,63,0
0,2,1,1,1,1,0,71,25,2
0,1,0,1,0,1,1,29,55,0
1,2,0,1,1,0,0,7,89,2
0,1,0,1,1,1,0,32,99,0
0,1,0,0,1,1,0,59,95,0
0,2,0,1,1,0,1,40,75,0
1,1,0,1,0,1,0,10,30,1
0,1,0,0,1,0,0,27,19,0
1,1,0,0,1,1,0,7,86,0
0,1,0,1,1,1,1,65,25,1
1,2,0,0,1,1,0,10,81,0
0,2,0,0,1,1,1,23,84,1
0,2,0,0,1,0,1,47,85,1
0,2,0,1,1,1,0,11,55,0
0,1,0,1,0,1,0,12,34,0
0,2,0,1,0,0,1,30,44,0
1,1,0,0,1,0,0,1,76,0
0,1,0,0,1,1,0,57,109,1
0,2,1,1,1,0,0,11,70,2
0,1,0,0,1,1,0,9,20,0
1,2,0,0,1,0,0,4,70,1
0,1,0,1,1,1,0,13,74,2
0,1,0,0,1,1,0,35,21,0
0,2,0,1,0,0,0,67,51,0
0,2,0,1,1,0,1,51,48,2
1,2,0,1,1,0,0,1,51,0
0,1,0,0,1,1,1,71,100,2
0,2,1,1,1,1,0,29,79,1
1,2,0,0,1,0,0,33,104,0
0,1,0,0,0,1,1,11,36,2
0,1,0,1,1,1,1,13,78,0
0,2,0,1,1,0,1,42,19,2
0,2,0,0,0,0,0,8,29,0
1,1,0,1,1,0,0,1,44,0
0,2,0,1,1,0,0,72,108,2
0,2,0,1,1,0,1,47,87,2
0,2,0,1,1,0,1,30,85,0
0,2,0,1,1,1,0,51,112,1
0,2,0,0,1,0,0,16,95,1
0,2,0,0,1,1,0,34,100,0
1,2,0,1,1,0,0,8,87,2
0,2,0,0,1,0,0,72,25,0
0,2,1,1,1,0,0,60,72,0
0,2,0,1,1,0,0,72,116,0
0,1,0,1,1,1,1,12,20,0
0,1,0,0,1,1,1,65,82,0
0,1,0,1,1,0,1,32,19,0
1,1,0,0,1,0,1,67,94,0
0,1,0,1,1,1,0,45,79,2
0,1,0,0,0,1,1,60,60,2
0,1,0,0,1,1,0,1,55,2
0,2,0,0,1,1,0,58,65,0
1,2,0,0,1,1,0,9,95,2
0,2,0,0,1,0,0,1,74,1
0,2,0,1,1,0,1,8,24,0
1,1,0,1,1,0,0,2,45,2
0,2,0,0,1,0,1,47,20,1
1,2,1,0,1,0,0,1,74,0
0,1,0,0,0,0,0,1,26,0
1,1,0,0,1,1,0,10,101,0
0,1,0,1,0,1,0,29,25,0
0,2,0,0,1,0,1,58,76,1
0,2,0,1,1,0,0,14,19,1
0,2,0,1,1,0,0,7,21,0
1,1,0,0,1,1,1,5,84,0
1,2,0,0,1,0,1,18,20,0
0,2,0,1,1,0,1,25,20,0
0,1,0,0,1,1,0,46,64,0
1,2,0,1,1,0,0,1,51,0
0,2,0,0,1,1,0,1,48,1
0,2,0,0,1,0,0,68,85,1
0,2,0,1,1,1,0,18,44,0
0,1,0,0,1,1,0,8,80,0
0,1,0,1,1,1,0,64,20,1
1,1,1,0,1,1,0,4,89,1
0,1,0,0,1,1,0,63,80,1
0,1,0,1,1,1,1,54,106,1
0,1,0,1,1,0,0,54,75,0
0,2,0,1,1,0,1,72,70,0
0,2,1,1,0,0,0,4,51,0
0,1,0,0,1,0,0,72,91,0
0,2,1,0,0,0,0,60,49,0
1,2,0,1,1,0,1,20,90,0
0,2,1,0,1,0,0,35,71,1
1,1,0,0,1,1,0,2,49,1
0,1,0,0,0,0,0,26,50,0
0,1,0,1,1,0,0,14,83,0
1,1,1,1,1,0,0,1,75,0
0,2,0,0,1,0,1,53,20,2
0,2,0,1,1,0,0,1,19,1
0,1,0,1,1,1,0,58,20,0
0,2,0,0,1,1,1,5,51,2
0,2,0,0,1,0,0,53,106,1
0,2,0,0,1,0,0,4,20,2
0,2,0,1,1,0,0,49,99,1
1,1,0,1,1,1,1,2,90,0
1,1,0,1,1,1,0,2,68,1
1,2,0,0,1,0,0,3,75,0
1,1,0,1,1,1,0,7,94,0
0,2,0,1,1,0,0,14,45,1
1,2,0,1,1,0,0,18,99,0
0,2,0,1,1,0,0,27,81,0
0,1,0,0,1,0,1,66,60,0
0,2,0,0,1,0,0,43,86,1
0,1,0,1,1,1,0,69,113,2
0,2,0,1,1,0,0,71,93,0
0,2,1,0,1,0,0,50,83,0
0,2,0,1,1,0,0,51,19,0
0,1,0,1,1,1,0,27,81,0
0,1,0,1,1,0,1,70,20,1
1,2,1,0,1,0,0,2,80,2
1,2,0,0,1,0,0,6,50,0
1,2,0,0,1,1,0,59,101,1
1,2,1,1,1,0,0,10,92,1
1,2,1,1,1,0,0,29,98,0
0,2,0,1,1,0,0,5,20,0
1,1,1,0,1,0,0,21,94,0
0,2,0,0,1,0,0,62,104,0
0,1,0,1,1,1,1,36,19,0
1,2,0,1,1,0,0,3,20,1
0,2,0,0,1,0,0,69,116,0
1,1,0,0,0,0,0,2,31,0
1,1,0,0,1,1,0,8,85,0
0,1,1,0,0,1,0,3,31,2
1,1,0,1,1,1,0,1,46,0
1,1,0,0,1,0,0,12,99,0
0,1,0,1,1,1,0,18,76,0
0,1,0,0,0,0,0,20,25,0
1,1,0,1,1,1,0,22,59,0
1,2,0,0,1,0,1,5,46,0
0,1,0,0,1,1,0,24,25,2
0,1,0,1,1,1,1,64,69,1
0,1,0,1,1,1,0,26,99,0
1,1,1,1,1,1,0,68,105,0
0,2,0,0,1,1,0,60,21,2
0,1,0,1,1,0,1,25,55,0
0,2,0,0,1,1,0,51,26,2
0,1,0,0,1,0,0,7,81,1
0,1,0,1,1,1,1,39,19,2
0,2,0,0,1,0,1,72,80,0
0,2,0,0,1,0,0,27,95,2
0,2,0,1,1,0,1,56,86,1
0,2,0,0,1,0,0,57,20,0
0,1,0,1,1,1,0,17,107,0
1,1,0,0,1,1,0,1,56,0
0,2,0,1,1,0,1,35,20,0
0,2,0,1,1,0,1,13,73,2
0,1,0,0,1,1,1,69,20,1
0,2,0,0,1,0,1,1,19,0
1,2,0,1,1,0,0,7,75,1
0,2,1,0,1,1,0,72,117,2
1,1,0,1,1,1,0,3,99,0
0,2,0,1,1,1,0,53,61,2
0,2,0,1,1,0,1,38,82,0
0,1,0,0,1,1,0,4,80,0
0,1,0,0,1,0,0,62,84,2
0,2,0,1,1,0,0,1,49,2
0,1,0,0,1,0,0,46,84,0
0,2,0,1,1,0,0,19,60,0
0,2,0,0,1,1,0,72,91,2
0,1,0,1,1,1,1,38,25,0
0,2,0,1,1,1,0,71,106,2
1,2,0,0,1,0,0,16,100,0
1,1,1,0,1,1,0,66,106,0
1,2,1,0,1,0,0,11,95,0
0,1,0,1,1,1,1,66,84,0
0,1,0,1,1,1,0,28,91,1
1,2,0,0,0,0,0,1,35,0
0,2,0,0,1,0,1,72,110,0
0,2,0,0,1,1,1,18,19,1
0,1,0,0,1,1,0,49,19,2
0,2,1,0,1,0,0,41,104,0
1,2,0,1,1,0,1,1,70,0
1,1,1,1,1,1,0,27,76,0
0,1,0,1,1,1,0,5,21,0
0,2,0,1,0,0,0,43,35,1
0,2,0,1,1,0,1,47,55,2
0,2,0,0,1,0,0,1,50,0
1,2,0,0,1,0,0,15,59,0
0,2,0,0,1,0,1,7,71,1
0,2,0,1,1,0,0,14,20,1
0,2,0,0,1,0,0,43,80,2
1,2,0,1,1,1,0,29,84,1
0,2,0,0,1,0,0,46,24,1
0,1,0,0,1,0,0,24,49,0
1,2,0,1,0,0,1,51,59,1
0,2,0,1,0,1,1,70,60,2
0,2,0,0,1,1,0,12,46,2
0,1,0,1,1,1,0,3,20,2
1,2,1,0,1,1,0,9,84,2
0,1,0,0,1,1,0,15,84,0
0,1,0,0,1,0,1,72,24,1
0,2,0,0,1,0,1,4,20,1
0,2,0,0,1,0,0,72,104,2
0,1,0,1,1,1,0,10,20,0
1,1,1,0,0,1,0,5,28,2
0,1,0,1,1,1,0,8,86,0
1,1,1,0,1,0,0,26,91,0
0,1,0,0,1,1,0,68,71,0
0,1,0,1,1,1,1,2,20,0
1,2,1,1,1,0,0,8,74,2
0,1,0,0,1,1,0,3,20,0
1,2,0,1,1,1,0,13,98,1
0,2,1,1,1,0,0,34,69,2
0,2,0,0,0,0,1,72,66,2
0,1,0,1,0,1,0,21,44,2
1,2,0,0,1,0,1,40,85,0
0,1,0,1,0,1,0,16,55,0
0,1,0,0,1,0,0,26,56,0
1,2,0,1,1,0,0,49,99,1
0,1,0,1,1,0,0,46,19,0
1,2,0,1,1,1,1,11,80,2
0,1,0,1,1,0,0,72,84,1
0,2,0,1,1,0,0,47,20,2
1,1,0,1,1,1,1,1,19,1
0,2,1,0,1,1,0,59,90,2
0,2,0,0,1,1,0,71,88,1
0,1,0,0,1,1,1,25,20,2
0,2,0,1,1,0,1,72,108,2
0,2,0,1,1,1,0,2,20,2
0,1,0,0,1,1,0,35,62,2
0,2,0,1,1,0,1,71,105,2
0,2,1,0,1,0,0,15,95,1
0,1,0,0,1,1,0,2,20,0
0,2,0,0,1,1,0,26,79,1
1,2,1,0,1,0,1,3,88,1
0,2,1,1,1,0,0,49,50,0
0,2,0,1,1,0,1,27,76,2
0,1,0,1,1,0,0,3,50,0
0,2,0,0,0,0,1,45,51,0
0,2,0,1,1,0,0,37,104,2
0,2,0,0,1,0,1,72,117,0
0,2,0,0,1,1,0,62,92,1
0,2,0,0,1,0,1,54,60,0
0,2,0,1,1,0,1,15,102,0
1,2,0,1,1,0,0,1,20,0
1,1,1,0,0,1,0,1,25,0
0,2,0,1,0,0,0,72,61,0
0,2,0,0,1,0,0,30,79,1
0,1,0,0,1,1,0,40,79,2
0,1,0,0,1,1,1,71,71,0
1,1,0,1,0,1,0,18,34,2
0,2,0,1,0,0,0,17,25,2
0,1,0,0,1,1,0,40,20,0
0,2,1,0,1,1,0,72,111,1
0,2,0,1,1,1,0,2,20,2
0,2,0,1,1,1,0,53,24,2
0,1,0,1,1,1,0,71,116,0
0,2,0,0,1,0,0,20,97,2
0,2,0,1,1,1,0,7,55,2
0,1,0,0,1,1,0,15,84,0
0,1,0,0,1,0,1,72,24,2
0,2,0,1,1,1,1,39,24,2
0,2,0,0,1,0,0,45,26,0
0,1,0,0,1,1,0,5,84,0
0,2,0,0,0,0,0,47,40,0
0,1,0,1,1,0,0,4,20,0
0,1,0,1,1,1,0,47,101,0
0,1,0,1,1,0,1,33,95,0
0,2,0,0,1,0,1,15,25,2
0,1,0,1,1,1,0,66,89,0
1,2,0,0,1,0,0,6,90,0
0,1,0,0,1,1,0,17,20,0
0,2,0,0,1,0,1,41,95,2
0,2,0,0,1,0,1,56,100,0
0,2,0,0,1,0,0,28,55,2
0,2,0,0,0,0,1,72,54,0
0,2,0,1,1,0,0,1,50,1
0,2,0,0,1,0,0,56,107,0
0,1,0,1,1,1,0,70,79,0
0,1,0,1,1,0,0,44,91,0
1,1,0,1,1,1,0,2,44,0
0,2,0,1,1,0,1,58,72,0
0,2,0,0,1,0,0,48,83,2
0,1,0,1,1,1,0,11,85,2
0,2,0,1,1,1,0,72,116,2
0,2,0,1,0,0,0,72,42,1
0,1,0,0,1,1,0,26,86,1
0,1,0,1,0,0,0,52,40,0
0,2,0,0,1,0,1,52,20,2
0,1,0,1,1,0,0,27,53,0
1,1,0,1,1,1,0,1,79,2
0,1,0,1,1,1,0,45,81,1
0,1,0,0,1,1,0,61,89,2
0,1,0,0,1,1,0,2,80,0
1,2,0,0,1,0,1,11,66,2
0,1,0,0,1,1,0,21,60,0
1,1,1,0,1,0,0,1,71,0
1,2,1,0,1,0,0,6,98,0
0,1,0,1,1,1,0,71,74,0
0,2,0,0,1,0,1,72,71,0
0,1,1,1,1,0,0,67,61,0
0,2,0,0,1,1,1,21,59,0
0,1,0,1,1,1,0,72,20,0
0,1,0,1,1,1,1,33,20,1
1,2,0,0,1,1,0,3,95,2
1,2,0,1,1,0,0,31,94,0
0,2,1,1,0,0,0,55,50,0
1,2,0,1,1,0,1,1,74,1
0,1,0,0,1,1,0,10,19,0
0,2,0,1,1,0,0,1,20,0
0,2,1,1,1,0,0,14,96,2
0,2,0,0,1,1,1,66,74,1
0,1,0,0,1,1,1,72,106,0
0,2,0,0,0,1,1,11,30,0
0,1,0,1,1,1,0,32,93,0
1,2,1,1,1,0,0,7,102,1
0,2,0,1,0,1,1,31,60,2
0,1,0,0,0,0,0,61,44,0
1,1,1,0,1,0,0,1,70,0
0,1,1,0,1,1,0,71,104,2
1,1,0,1,1,1,0,1,71,0
0,2,0,1,1,0,0,3,91,2
1,1,0,1,1,1,0,4,78,1
0,1,1,1,1,0,0,27,86,0
0,2,0,0,1,1,0,3,95,2
0,1,0,1,1,1,0,1,20,2
0,2,0,1,1,0,1,72,90,2
0,1,0,0,0,0,1,61,51,1
0,2,0,1,1,1,1,68,110,0
0,1,0,0,1,0,0,2,21,0
0,2,0,0,1,0,0,9,20,0
0,1,0,1,1,0,0,31,20,0
1,1,0,0,1,1,0,3,74,0
0,2,0,1,1,0,1,35,110,0
0,2,0,0,1,0,0,15,20,0
1,2,1,0,1,0,0,1,89,2
1,2,0,1,1,0,0,42,106,0
1,2,0,0,1,1,0,1,45,0
0,2,0,0,1,1,1,71,96,2
0,1,0,0,1,1,1,50,20,0
0,1,0,0,1,0,1,55,26,0
0,2,0,0,1,0,0,47,74,0
0,2,0,1,1,0,0,27,20,2
0,1,0,0,1,0,0,25,20,0
1,1,0,0,1,1,0,36,99,0
0,2,0,1,1,0,1,9,90,1
0,2,1,0,1,1,0,45,102,0
0,2,0,1,1,0,0,63,80,2
0,2,0,0,1,1,1,8,69,2
0,2,0,1,0,0,0,72,66,0
1,2,0,1,1,0,1,17,81,2
1,2,1,0,1,0,0,51,78,0
0,1,0,0,1,1,0,8,21,1
1,1,0,0,1,1,0,3,20,1
0,1,0,0,1,0,1,71,24,1
0,2,1,1,1,0,0,65,93,2
0,1,0,1,1,1,1,72,108,2
0,2,0,1,0,0,1,72,65,0
0,1,0,1,1,1,0,69,110,0
0,1,0,1,0,1,0,62,44,1
0,1,1,0,1,1,0,54,116,0
0,2,0,0,1,0,1,3,19,1
0,1,0,1,1,1,0,23,60,0
0,2,0,1,1,0,0,35,21,0
0,2,0,0,1,0,0,52,50,2
0,2,0,0,1,0,0,2,91,1
0,1,0,1,1,0,1,64,20,0
0,2,0,1,0,0,0,1,24,1
0,1,0,1,1,1,1,60,74,0
1,2,0,1,0,0,0,3,35,2
0,2,0,0,1,0,0,72,105,2
0,2,0,1,1,1,0,3,86,0
0,1,0,0,1,1,0,34,25,0
0,1,0,1,1,1,0,43,75,1
0,1,1,0,1,1,0,66,103,2
0,1,0,1,1,1,1,10,25,0
1,1,0,1,1,0,0,35,102,0
0,1,0,0,1,1,0,1,20,0
0,1,0,1,1,1,0,29,49,2
0,1,0,0,1,0,1,50,70,0
1,2,0,0,1,0,0,1,75,1
0,2,0,1,1,0,0,23,65,0
1,2,0,1,1,0,1,13,74,2
0,2,0,0,1,0,0,68,54,0
0,2,0,0,1,1,0,15,20,1
0,2,0,1,1,0,0,44,71,2
0,2,0,0,1,1,0,40,84,2
0,2,0,0,1,0,0,48,24,0
0,1,0,1,1,1,0,1,76,0
0,2,0,0,0,0,0,53,54,0
0,2,0,0,1,0,0,19,45,1
0,2,0,0,1,0,0,1,44,0
0,2,0,1,1,1,0,39,82,0
0,2,0,1,1,0,1,43,104,1
1,2,0,0,1,1,1,4,87,2
0,1,0,1,1,0,0,71,81,0
1,1,0,0,1,0,0,47,85,0
1,1,0,1,1,1,1,29,71,0
0,2,0,0,0,0,0,58,45,0
1,2,0,0,1,0,0,15,49,1
0,1,0,0,1,0,0,72,84,1
1,2,1,0,0,0,0,43,56,0
1,2,1,0,1,0,0,25,98,0
0,1,0,0,1,1,0,2,20,2
0,2,0,0,1,1,0,5,44,0
0,2,0,1,1,0,1,15,60,0
0,2,0,1,1,1,1,11,20,2
0,2,0,0,1,0,1,37,26,2
1,2,0,0,1,0,0,11,101,2
0,2,0,0,1,1,1,17,75,0
0,1,1,0,1,0,0,62,98,0
0,2,0,1,1,0,0,27,49,2
0,2,0,0,1,0,0,25,20,0
0,2,0,1,1,0,0,50,20,1
1,2,0,1,1,0,1,69,99,0
0,2,0,0,1,0,0,28,26,2
0,1,0,1,1,1,1,35,20,0
0,2,0,1,1,0,0,29,19,1
0,1,1,1,1,1,0,65,103,0
0,1,0,1,1,1,1,35,20,1
0,1,0,1,1,1,1,51,20,0
1,2,0,0,1,0,0,4,46,0
0,2,0,1,1,0,1,65,84,0
0,2,0,1,1,0,0,23,100,0
0,1,1,1,1,1,1,38,80,0
0,1,1,1,1,1,0,43,85,0
0,1,0,0,1,1,1,12,25,1
0,2,0,0,1,0,0,65,100,2
0,1,1,0,1,1,1,14,96,1
1,2,0,1,1,0,0,20,85,0
0,1,0,0,1,0,1,56,61,0
0,2,0,1,0,1,0,42,25,2
0,1,0,1,1,0,0,11,73,2
1,1,0,1,1,0,0,2,82,2
0,1,0,0,1,1,1,3,20,0
1,2,0,1,1,0,0,1,69,2
0,2,0,1,1,0,0,11,20,0
0,2,0,1,1,0,0,3,65,0
0,2,0,0,1,1,0,1,20,1
0,2,0,1,1,0,1,68,20,1
0,2,0,1,1,0,1,53,20,0
0,2,1,0,1,0,0,60,101,0
0,1,0,0,1,1,0,66,89,0
0,2,0,0,1,0,0,28,59,0
0,2,1,0,1,0,0,5,70,0
1,2,1,1,0,0,0,24,39,0
1,1,0,0,1,1,1,45,54,1
0,2,0,0,1,0,1,6,94,0
0,2,1,1,1,0,0,64,80,0
0,2,0,1,1,0,1,58,93,1
1,2,1,0,1,0,0,5,83,0
0,1,0,1,1,0,0,31,59,2
1,1,0,0,1,0,0,35,100,0
0,2,0,1,1,1,1,5,20,0
0,1,0,1,1,0,0,16,70,0
0,1,1,0,1,1,0,72,106,1
0,1,0,0,1,1,1,60,94,0
0,2,0,1,1,0,1,67,26,1
0,2,0,0,1,0,1,72,90,0
0,1,0,0,1,1,0,50,20,0
0,2,0,1,1,0,0,10,24,0
1,2,0,0,1,1,1,4,98,2
1,2,1,0,1,0,0,4,75,0
0,2,1,1,1,0,0,23,87,0
0,2,1,1,1,1,0,6,80,1
0,1,0,1,1,0,0,12,75,0
0,2,0,0,1,0,0,10,21,0
0,1,0,1,1,0,0,12,85,1
1,1,0,1,1,1,1,22,68,0
0,2,0,0,1,0,0,47,75,1
1,2,0,0,1,0,0,24,99,0
1,2,0,0,1,1,0,34,64,2
0,1,1,1,1,1,0,9,21,0
1,1,0,1,1,0,1,28,75,0
